date,water_level,radar_rain,water_surface_velocity,water_level_color,nombre,three_hours_image_path,slug,hour
2019-05-27 12:45:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,12:45
2019-05-27 12:50:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,12:50
2019-05-27 12:55:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,12:55
2019-05-27 13:00:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:00
2019-05-27 13:05:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:05
2019-05-27 13:10:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:10
2019-05-27 13:15:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:15
2019-05-27 13:20:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:20
2019-05-27 13:25:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:25
2019-05-27 13:30:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:30
2019-05-27 13:35:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:35
2019-05-27 13:40:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:40
2019-05-27 13:45:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:45
2019-05-27 13:50:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:50
2019-05-27 13:55:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,13:55
2019-05-27 14:00:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,14:00
2019-05-27 14:05:00,,,,#D8E0E8,Santa Elena - Cascada,http://siata.gov.co/mario/realTime/tres_horas/329-CascadaSantaElena.png,329-CascadaSantaElena,14:05
2019-05-27 11:35:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,11:35
2019-05-27 11:40:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,11:40
2019-05-27 11:45:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,11:45
2019-05-27 11:50:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,11:50
2019-05-27 11:55:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,11:55
2019-05-27 12:00:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:00
2019-05-27 12:05:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:05
2019-05-27 12:10:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:10
2019-05-27 12:15:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:15
2019-05-27 12:20:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:20
2019-05-27 12:25:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:25
2019-05-27 12:30:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:30
2019-05-27 12:35:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:35
2019-05-27 12:40:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:40
2019-05-27 12:45:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:45
2019-05-27 12:50:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:50
2019-05-27 12:55:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,12:55
2019-05-27 13:00:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:00
2019-05-27 13:05:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:05
2019-05-27 13:10:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:10
2019-05-27 13:15:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:15
2019-05-27 13:20:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:20
2019-05-27 13:25:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:25
2019-05-27 13:30:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:30
2019-05-27 13:35:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:35
2019-05-27 13:40:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:40
2019-05-27 13:45:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:45
2019-05-27 13:50:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:50
2019-05-27 13:55:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,13:55
2019-05-27 14:00:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,14:00
2019-05-27 14:05:00,,,,#D8E0E8,Q. Picacha - Aguas Frias,http://siata.gov.co/mario/realTime/tres_horas/173-QPicachaAguasFrias.png,173-QPicachaAguasFrias,14:05
2019-05-27 11:35:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,11:35
2019-05-27 11:40:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,11:40
2019-05-27 11:45:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,11:45
2019-05-27 11:50:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,11:50
2019-05-27 11:55:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,11:55
2019-05-27 12:00:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:00
2019-05-27 12:05:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:05
2019-05-27 12:10:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:10
2019-05-27 12:15:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:15
2019-05-27 12:20:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:20
2019-05-27 12:25:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:25
2019-05-27 12:30:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:30
2019-05-27 12:35:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:35
2019-05-27 12:40:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:40
2019-05-27 12:45:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:45
2019-05-27 12:50:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:50
2019-05-27 12:55:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,12:55
2019-05-27 13:00:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:00
2019-05-27 13:05:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:05
2019-05-27 13:10:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:10
2019-05-27 13:15:00,,,,#D8E0E8,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:15
2019-05-27 13:20:00,66.08,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:20
2019-05-27 13:25:00,67.38,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:25
2019-05-27 13:30:00,66.08,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:30
2019-05-27 13:35:00,66.51,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:35
2019-05-27 13:40:00,67.16,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:40
2019-05-27 13:45:00,66.94,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:45
2019-05-27 13:50:00,67.16,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:50
2019-05-27 13:55:00,67.38,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,13:55
2019-05-27 14:00:00,67.38,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,14:00
2019-05-27 14:05:00,67.49,,,green,Q. Ayura,http://siata.gov.co/mario/realTime/tres_horas/115-QAyura.png,115-QAyura,14:05
2019-05-27 11:35:00,,,,#D8E0E8,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,11:35
2019-05-27 11:40:00,,,,#D8E0E8,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,11:40
2019-05-27 11:45:00,,,,#D8E0E8,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,11:45
2019-05-27 11:50:00,,,,#D8E0E8,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,11:50
2019-05-27 11:55:00,,,,#D8E0E8,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,11:55
2019-05-27 12:00:00,67.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:00
2019-05-27 12:05:00,67.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:05
2019-05-27 12:10:00,67.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:10
2019-05-27 12:15:00,67.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:15
2019-05-27 12:20:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:20
2019-05-27 12:25:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:25
2019-05-27 12:30:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:30
2019-05-27 12:35:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:35
2019-05-27 12:40:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:40
2019-05-27 12:45:00,66.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:45
2019-05-27 12:50:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:50
2019-05-27 12:55:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,12:55
2019-05-27 13:00:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:00
2019-05-27 13:05:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:05
2019-05-27 13:10:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:10
2019-05-27 13:15:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:15
2019-05-27 13:20:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:20
2019-05-27 13:25:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:25
2019-05-27 13:30:00,64.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:30
2019-05-27 13:35:00,63.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:35
2019-05-27 13:40:00,65.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:40
2019-05-27 13:45:00,64.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:45
2019-05-27 13:50:00,63.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:50
2019-05-27 13:55:00,64.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,13:55
2019-05-27 14:00:00,63.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,14:00
2019-05-27 14:05:00,62.0,,,green,Puente de la Aguacatala,http://siata.gov.co/mario/realTime/tres_horas/94-PuentedelaAguacatala.png,94-PuentedelaAguacatala,14:05
2019-05-27 11:35:00,37.54,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,11:35
2019-05-27 11:40:00,37.41,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,11:40
2019-05-27 11:45:00,37.41,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,11:45
2019-05-27 11:50:00,37.35,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,11:50
2019-05-27 11:55:00,37.22,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,11:55
2019-05-27 12:00:00,37.03,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:00
2019-05-27 12:05:00,37.41,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:05
2019-05-27 12:10:00,37.16,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:10
2019-05-27 12:15:00,37.48,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:15
2019-05-27 12:20:00,37.61,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:20
2019-05-27 12:25:00,37.41,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:25
2019-05-27 12:30:00,37.61,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:30
2019-05-27 12:35:00,37.35,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:35
2019-05-27 12:40:00,37.22,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:40
2019-05-27 12:45:00,37.22,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:45
2019-05-27 12:50:00,37.35,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:50
2019-05-27 12:55:00,37.09,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,12:55
2019-05-27 13:00:00,37.48,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:00
2019-05-27 13:05:00,37.16,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:05
2019-05-27 13:10:00,37.29,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:10
2019-05-27 13:15:00,37.16,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:15
2019-05-27 13:20:00,37.29,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:20
2019-05-27 13:25:00,37.09,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:25
2019-05-27 13:30:00,37.09,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:30
2019-05-27 13:35:00,37.41,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:35
2019-05-27 13:40:00,37.86,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:40
2019-05-27 13:45:00,37.35,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:45
2019-05-27 13:50:00,37.35,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:50
2019-05-27 13:55:00,37.22,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,13:55
2019-05-27 14:00:00,37.22,,,green,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,14:00
2019-05-27 14:05:00,,,,#D8E0E8,Q. Mal Paso,http://siata.gov.co/mario/realTime/tres_horas/273-QMalPasoNivel.png,273-QMalPasoNivel,14:05
2019-05-27 11:35:00,7.0,,,green,Q. La Rosa,http://siata.gov.co/mario/realTime/tres_horas/158-QLaRosa.png,158-QLaRosa,11:35
2019-05-27 11:40:00,7.0,,,green,Q. La Rosa,http://siata.gov.co/mario/realTime/tres_horas/158-QLaRosa.png,158-QLaRosa,11:40
2019-05-27 11:45:00,7.0,,,green,Q. La Rosa,http://siata.gov.co/mario/realTime/tres_horas/158-QLaRosa.png,158-QLaRosa,11:45
2019-05-27 11:50:00,7.0,,,green,Q. La Rosa,http://siata.gov.co/mario/realTime/tres_horas/158-QLaRosa.png,158-QLaRosa,11:50
2019-05-27 11:55:00,7.0,,,green,Q. La Rosa,http://siata.gov.co/mario/realTime/tres_horas/158-QLaRosa.png,158-QLaRosa,11:55
